Business_Partner_Branch,ChemistCode,ChemistName,Forecast_Month,Predicted_Sale_Units,Target_Sales,Performance_Status,Latest_Observed_Sales
Branch_A,C01124,Pharmacy_01124,2026-05-01,0.21,0.0,Overperforming,0.0
Branch_A,C01124,Pharmacy_01124,2026-06-01,0.23,0.0,Overperforming,0.0
Branch_A,C01125,Pharmacy_01125,2026-04-01,4.33,2.57,Overperforming,4.0
Branch_A,C01125,Pharmacy_01125,2026-05-01,4.2,2.57,Overperforming,4.0
Branch_A,C01125,Pharmacy_01125,2026-06-01,4.07,2.57,Overperforming,4.0
Branch_A,C01126,Pharmacy_01126,2026-04-01,0.29,0.37,Underperforming,1.0
Branch_A,C01126,Pharmacy_01126,2026-05-01,0.28,0.37,Underperforming,1.0
Branch_A,C01126,Pharmacy_01126,2026-06-01,0.28,0.37,Underperforming,1.0
Branch_A,C01127,Pharmacy_01127,2026-04-01,0.0,0.0,No Activity,0.0
Branch_A,C01127,Pharmacy_01127,2026-05-01,0.0,0.0,No Activity,0.0
Branch_A,C01127,Pharmacy_01127,2026-06-01,0.0,0.0,No Activity,0.0
Branch_A,C01128,Pharmacy_01128,2026-04-01,4.72,5.5,Underperforming,5.0
Branch_A,C01128,Pharmacy_01128,2026-05-01,4.49,5.5,Underperforming,5.0
Branch_A,C01128,Pharmacy_01128,2026-06-01,4.26,5.5,Underperforming,5.0
Branch_A,C01129,Pharmacy_01129,2026-04-01,0.89,1.1,Underperforming,1.0
Branch_A,C01129,Pharmacy_01129,2026-05-01,0.89,1.1,Underperforming,1.0
Branch_A,C01129,Pharmacy_01129,2026-06-01,0.89,1.1,Underperforming,1.0
Branch_A,C01130,Pharmacy_01130,2026-04-01,4.75,4.4,Overperforming,5.0
Branch_A,C01130,Pharmacy_01130,2026-05-01,4.83,4.4,Overperforming,5.0
Branch_A,C01130,Pharmacy_01130,2026-06-01,4.92,4.4,Overperforming,5.0
Branch_A,C01131,Pharmacy_01131,2026-04-01,1.06,0.73,Overperforming,2.0
Branch_A,C01131,Pharmacy_01131,2026-05-01,1.02,0.73,Overperforming,2.0
Branch_A,C01131,Pharmacy_01131,2026-06-01,0.99,0.73,Overperforming,2.0
Branch_A,C01132,Pharmacy_01132,2026-04-01,335.06,425.7,Underperforming,298.0
Branch_A,C01132,Pharmacy_01132,2026-05-01,328.89,425.7,Underperforming,298.0
Branch_A,C01132,Pharmacy_01132,2026-06-01,322.72,425.7,Underperforming,298.0
Branch_A,C01133,Pharmacy_01133,2026-04-01,17.81,17.6,Overperforming,23.0
Branch_A,C01133,Pharmacy_01133,2026-05-01,18.12,17.6,Overperforming,23.0
Branch_A,C01133,Pharmacy_01133,2026-06-01,18.44,17.6,Overperforming,23.0
Branch_A,C01134,Pharmacy_01134,2026-04-01,62.5,55.0,Overperforming,50.0
Branch_A,C01134,Pharmacy_01134,2026-05-01,66.4,55.0,Overperforming,50.0
Branch_A,C01134,Pharmacy_01134,2026-06-01,70.3,55.0,Overperforming,50.0
Branch_A,C01135,Pharmacy_01135,2026-04-01,60.83,64.53,Underperforming,75.0
Branch_A,C01135,Pharmacy_01135,2026-05-01,57.33,64.53,Underperforming,75.0
Branch_A,C01135,Pharmacy_01135,2026-06-01,53.83,64.53,Underperforming,75.0
Branch_A,C01136,Pharmacy_01136,2026-04-01,4.44,3.67,Overperforming,3.0
Branch_A,C01136,Pharmacy_01136,2026-05-01,4.91,3.67,Overperforming,3.0
Branch_A,C01136,Pharmacy_01136,2026-06-01,5.38,3.67,Overperforming,3.0
Branch_A,C01137,Pharmacy_01137,2026-04-01,26.53,36.67,Underperforming,26.0
Branch_A,C01137,Pharmacy_01137,2026-05-01,22.94,36.67,Underperforming,26.0
Branch_A,C01137,Pharmacy_01137,2026-06-01,19.36,36.67,Underperforming,26.0
Branch_A,C01138,Pharmacy_01138,2026-04-01,1.17,0.0,Overperforming,0.0
Branch_A,C01138,Pharmacy_01138,2026-05-01,1.27,0.0,Overperforming,0.0
Branch_A,C01138,Pharmacy_01138,2026-06-01,1.37,0.0,Overperforming,0.0
Branch_A,C01139,Pharmacy_01139,2026-04-01,7.03,6.97,Overperforming,6.0
Branch_A,C01139,Pharmacy_01139,2026-05-01,7.21,6.97,Overperforming,6.0
Branch_A,C01139,Pharmacy_01139,2026-06-01,7.39,6.97,Overperforming,6.0
Branch_A,C01140,Pharmacy_01140,2026-04-01,130.31,138.6,Underperforming,125.0
Branch_A,C01140,Pharmacy_01140,2026-05-01,131.12,138.6,Underperforming,125.0
Branch_A,C01140,Pharmacy_01140,2026-06-01,131.94,138.6,Underperforming,125.0
Branch_A,C01141,Pharmacy_01141,2026-04-01,26.94,34.47,Underperforming,24.0
Branch_A,C01141,Pharmacy_01141,2026-05-01,26.44,34.47,Underperforming,24.0
Branch_A,C01141,Pharmacy_01141,2026-06-01,25.94,34.47,Underperforming,24.0
Branch_A,C01142,Pharmacy_01142,2026-04-01,0.33,1.1,Underperforming,1.0
Branch_A,C01142,Pharmacy_01142,2026-05-01,0.2,1.1,Underperforming,1.0
Branch_A,C01142,Pharmacy_01142,2026-06-01,0.07,1.1,Underperforming,1.0
Branch_A,C01143,Pharmacy_01143,2026-04-01,0.06,0.73,Underperforming,0.0
Branch_A,C01143,Pharmacy_01143,2026-05-01,0.0,0.73,Underperforming,0.0
Branch_A,C01143,Pharmacy_01143,2026-06-01,0.0,0.73,Underperforming,0.0
Branch_A,C01144,Pharmacy_01144,2026-04-01,63.0,150.7,Underperforming,95.0
Branch_A,C01144,Pharmacy_01144,2026-05-01,30.47,150.7,Underperforming,95.0
Branch_A,C01144,Pharmacy_01144,2026-06-01,0.0,150.7,Underperforming,95.0
Branch_A,C01145,Pharmacy_01145,2026-04-01,132.61,200.2,Underperforming,188.0
Branch_A,C01145,Pharmacy_01145,2026-05-01,116.91,200.2,Underperforming,188.0
Branch_A,C01145,Pharmacy_01145,2026-06-01,101.21,200.2,Underperforming,188.0
Branch_A,C01146,Pharmacy_01146,2026-04-01,17.42,13.57,Overperforming,15.0
Branch_A,C01146,Pharmacy_01146,2026-05-01,15.7,13.57,Overperforming,15.0
Branch_A,C01146,Pharmacy_01146,2026-06-01,13.98,13.57,Overperforming,15.0
Branch_A,C01147,Pharmacy_01147,2026-04-01,10.46,7.33,Overperforming,0.0
Branch_A,C01147,Pharmacy_01147,2026-05-01,11.72,7.33,Overperforming,0.0
Branch_A,C01147,Pharmacy_01147,2026-06-01,12.98,7.33,Overperforming,0.0
Branch_A,C01148,Pharmacy_01148,2026-04-01,107.31,126.5,Underperforming,92.0
Branch_A,C01148,Pharmacy_01148,2026-05-01,113.12,126.5,Underperforming,92.0
Branch_A,C01148,Pharmacy_01148,2026-06-01,118.94,126.5,Underperforming,92.0
Branch_A,C01149,Pharmacy_01149,2026-04-01,0.33,0.37,Underperforming,1.0
Branch_A,C01149,Pharmacy_01149,2026-05-01,0.33,0.37,Underperforming,1.0
Branch_A,C01149,Pharmacy_01149,2026-06-01,0.33,0.37,Underperforming,1.0
Branch_A,C01150,Pharmacy_01150,2026-04-01,185.44,200.2,Underperforming,187.0
Branch_A,C01150,Pharmacy_01150,2026-05-01,186.31,200.2,Underperforming,187.0
Branch_A,C01150,Pharmacy_01150,2026-06-01,187.18,200.2,Underperforming,187.0
Branch_A,C01151,Pharmacy_01151,2026-04-01,13.83,19.8,Underperforming,11.0
Branch_A,C01151,Pharmacy_01151,2026-05-01,12.6,19.8,Underperforming,11.0
Branch_A,C01151,Pharmacy_01151,2026-06-01,11.37,19.8,Underperforming,11.0
Branch_A,C01152,Pharmacy_01152,2026-04-01,0.0,0.0,No Activity,0.0
Branch_A,C01152,Pharmacy_01152,2026-05-01,0.0,0.0,No Activity,0.0
Branch_A,C01152,Pharmacy_01152,2026-06-01,0.0,0.0,No Activity,0.0
Branch_A,C01153,Pharmacy_01153,2026-04-01,33.14,32.63,Overperforming,0.0
Branch_A,C01153,Pharmacy_01153,2026-05-01,35.86,32.63,Overperforming,0.0
Branch_A,C01153,Pharmacy_01153,2026-06-01,38.57,32.63,Overperforming,0.0
Branch_A,C01154,Pharmacy_01154,2026-04-01,10.03,11.73,Underperforming,6.0
Branch_A,C01154,Pharmacy_01154,2026-05-01,9.21,11.73,Underperforming,6.0
Branch_A,C01154,Pharmacy_01154,2026-06-01,8.39,11.73,Underperforming,6.0
Branch_A,C01155,Pharmacy_01155,2026-04-01,191.11,187.0,Overperforming,190.0
Branch_A,C01155,Pharmacy_01155,2026-05-01,197.58,187.0,Overperforming,190.0
Branch_A,C01155,Pharmacy_01155,2026-06-01,204.04,187.0,Overperforming,190.0
Branch_A,C01156,Pharmacy_01156,2026-04-01,172.86,175.27,Underperforming,148.0
Branch_A,C01156,Pharmacy_01156,2026-05-01,176.01,175.27,Overperforming,148.0
Branch_A,C01156,Pharmacy_01156,2026-06-01,179.16,175.27,Overperforming,148.0
Branch_A,C01157,Pharmacy_01157,2026-04-01,54.33,47.3,Overperforming,43.0
Branch_A,C01157,Pharmacy_01157,2026-05-01,51.2,47.3,Overperforming,43.0
Branch_A,C01157,Pharmacy_01157,2026-06-01,48.07,47.3,Overperforming,43.0
Branch_A,C01158,Pharmacy_01158,2026-04-01,0.0,0.0,No Activity,0.0
Branch_A,C01158,Pharmacy_01158,2026-05-01,0.0,0.0,No Activity,0.0
Branch_A,C01158,Pharmacy_01158,2026-06-01,0.0,0.0,No Activity,0.0
Branch_A,C01159,Pharmacy_01159,2026-04-01,1.92,1.47,Overperforming,2.0
Branch_A,C01159,Pharmacy_01159,2026-05-01,2.17,1.47,Overperforming,2.0
Branch_A,C01159,Pharmacy_01159,2026-06-01,2.42,1.47,Overperforming,2.0
Branch_A,C01160,Pharmacy_01160,2026-04-01,15.03,16.13,Underperforming,15.0
Branch_A,C01160,Pharmacy_01160,2026-05-01,15.68,16.13,Underperforming,15.0
Branch_A,C01160,Pharmacy_01160,2026-06-01,16.33,16.13,Overperforming,15.0
Branch_A,C01161,Pharmacy_01161,2026-04-01,27.81,33.37,Underperforming,12.0
Branch_A,C01161,Pharmacy_01161,2026-05-01,27.53,33.37,Underperforming,12.0
Branch_A,C01161,Pharmacy_01161,2026-06-01,27.24,33.37,Underperforming,12.0
Branch_A,C01162,Pharmacy_01162,2026-04-01,72.22,86.17,Underperforming,72.0
Branch_A,C01162,Pharmacy_01162,2026-05-01,71.02,86.17,Underperforming,72.0
Branch_A,C01162,Pharmacy_01162,2026-06-01,69.82,86.17,Underperforming,72.0
Branch_A,C01163,Pharmacy_01163,2026-04-01,0.19,0.73,Underperforming,0.0
Branch_A,C01163,Pharmacy_01163,2026-05-01,0.08,0.73,Underperforming,0.0
Branch_A,C01163,Pharmacy_01163,2026-06-01,0.0,0.73,Underperforming,0.0
Branch_A,C01164,Pharmacy_01164,2026-04-01,82.81,77.0,Overperforming,83.0
Branch_A,C01164,Pharmacy_01164,2026-05-01,82.92,77.0,Overperforming,83.0
Branch_A,C01164,Pharmacy_01164,2026-06-01,83.04,77.0,Overperforming,83.0
Branch_A,C01165,Pharmacy_01165,2026-04-01,216.0,386.1,Underperforming,322.0
Branch_A,C01165,Pharmacy_01165,2026-05-01,147.67,386.1,Underperforming,322.0
Branch_A,C01165,Pharmacy_01165,2026-06-01,79.33,386.1,Underperforming,322.0
Branch_A,C01166,Pharmacy_01166,2026-04-01,9.39,11.0,Underperforming,9.0
Branch_A,C01166,Pharmacy_01166,2026-05-01,9.16,11.0,Underperforming,9.0
Branch_A,C01166,Pharmacy_01166,2026-06-01,8.92,11.0,Underperforming,9.0
Branch_A,C01167,Pharmacy_01167,2026-04-01,49.42,54.27,Underperforming,58.0
Branch_A,C01167,Pharmacy_01167,2026-05-01,51.5,54.27,Underperforming,58.0
Branch_A,C01167,Pharmacy_01167,2026-06-01,53.58,54.27,Underperforming,58.0
Branch_A,C01168,Pharmacy_01168,2026-04-01,52.47,45.83,Overperforming,69.0
Branch_A,C01168,Pharmacy_01168,2026-05-01,55.72,45.83,Overperforming,69.0
Branch_A,C01168,Pharmacy_01168,2026-06-01,58.97,45.83,Overperforming,69.0
Branch_A,C01169,Pharmacy_01169,2026-04-01,33.67,37.77,Underperforming,35.0
Branch_A,C01169,Pharmacy_01169,2026-05-01,32.6,37.77,Underperforming,35.0
Branch_A,C01169,Pharmacy_01169,2026-06-01,31.53,37.77,Underperforming,35.0
Branch_A,C01170,Pharmacy_01170,2026-04-01,87.72,82.87,Overperforming,116.0
Branch_A,C01170,Pharmacy_01170,2026-05-01,93.09,82.87,Overperforming,116.0
Branch_A,C01170,Pharmacy_01170,2026-06-01,98.46,82.87,Overperforming,116.0
Branch_A,C01171,Pharmacy_01171,2026-04-01,98.78,99.73,Underperforming,113.0
Branch_A,C01171,Pharmacy_01171,2026-05-01,102.44,99.73,Overperforming,113.0
Branch_A,C01171,Pharmacy_01171,2026-06-01,106.11,99.73,Overperforming,113.0
Branch_A,C01172,Pharmacy_01172,2026-04-01,83.19,84.33,Underperforming,76.0
Branch_A,C01172,Pharmacy_01172,2026-05-01,84.88,84.33,Overperforming,76.0
Branch_A,C01172,Pharmacy_01172,2026-06-01,86.56,84.33,Overperforming,76.0
Branch_A,C01173,Pharmacy_01173,2026-04-01,28.11,25.3,Overperforming,20.0
Branch_A,C01173,Pharmacy_01173,2026-05-01,29.91,25.3,Overperforming,20.0
Branch_A,C01173,Pharmacy_01173,2026-06-01,31.71,25.3,Overperforming,20.0
Branch_A,C01174,Pharmacy_01174,2026-04-01,38.28,33.37,Overperforming,25.0
Branch_A,C01174,Pharmacy_01174,2026-05-01,38.78,33.37,Overperforming,25.0
Branch_A,C01174,Pharmacy_01174,2026-06-01,39.28,33.37,Overperforming,25.0
Branch_A,C01175,Pharmacy_01175,2026-04-01,121.56,130.9,Underperforming,116.0
Branch_A,C01175,Pharmacy_01175,2026-05-01,125.16,130.9,Underperforming,116.0
Branch_A,C01175,Pharmacy_01175,2026-06-01,128.76,130.9,Underperforming,116.0
Branch_A,C01176,Pharmacy_01176,2026-04-01,218.67,285.63,Underperforming,208.0
Branch_A,C01176,Pharmacy_01176,2026-05-01,199.8,285.63,Underperforming,208.0
Branch_A,C01176,Pharmacy_01176,2026-06-01,180.93,285.63,Underperforming,208.0
Branch_A,C01177,Pharmacy_01177,2026-04-01,34.81,40.7,Underperforming,38.0
Branch_A,C01177,Pharmacy_01177,2026-05-01,34.79,40.7,Underperforming,38.0
Branch_A,C01177,Pharmacy_01177,2026-06-01,34.77,40.7,Underperforming,38.0
Branch_A,C01178,Pharmacy_01178,2026-04-01,1.75,2.57,Underperforming,2.0
Branch_A,C01178,Pharmacy_01178,2026-05-01,1.7,2.57,Underperforming,2.0
Branch_A,C01178,Pharmacy_01178,2026-06-01,1.65,2.57,Underperforming,2.0
Branch_A,C01179,Pharmacy_01179,2026-04-01,255.67,301.03,Underperforming,271.0
Branch_A,C01179,Pharmacy_01179,2026-05-01,254.0,301.03,Underperforming,271.0
Branch_A,C01179,Pharmacy_01179,2026-06-01,252.33,301.03,Underperforming,271.0
Branch_A,C01180,Pharmacy_01180,2026-04-01,24.44,39.23,Underperforming,11.0
Branch_A,C01180,Pharmacy_01180,2026-05-01,21.45,39.23,Underperforming,11.0
Branch_A,C01180,Pharmacy_01180,2026-06-01,18.46,39.23,Underperforming,11.0
Branch_A,C01181,Pharmacy_01181,2026-04-01,75.25,50.23,Overperforming,0.0
Branch_A,C01181,Pharmacy_01181,2026-05-01,76.73,50.23,Overperforming,0.0
Branch_A,C01181,Pharmacy_01181,2026-06-01,78.22,50.23,Overperforming,0.0
Branch_A,C01182,Pharmacy_01182,2026-04-01,1.28,1.83,Underperforming,1.0
Branch_A,C01182,Pharmacy_01182,2026-05-01,0.84,1.83,Underperforming,1.0
Branch_A,C01182,Pharmacy_01182,2026-06-01,0.41,1.83,Underperforming,1.0
Branch_A,C01183,Pharmacy_01183,2026-04-01,15.0,21.63,Underperforming,9.0
Branch_A,C01183,Pharmacy_01183,2026-05-01,13.27,21.63,Underperforming,9.0
Branch_A,C01183,Pharmacy_01183,2026-06-01,11.53,21.63,Underperforming,9.0
Branch_A,C01184,Pharmacy_01184,2026-04-01,91.89,99.37,Underperforming,89.0
Branch_A,C01184,Pharmacy_01184,2026-05-01,90.42,99.37,Underperforming,89.0
Branch_A,C01184,Pharmacy_01184,2026-06-01,88.96,99.37,Underperforming,89.0
Branch_A,C01185,Pharmacy_01185,2026-04-01,17.81,22.73,Underperforming,16.0
Branch_A,C01185,Pharmacy_01185,2026-05-01,17.72,22.73,Underperforming,16.0
Branch_A,C01185,Pharmacy_01185,2026-06-01,17.64,22.73,Underperforming,16.0
Branch_A,C01186,Pharmacy_01186,2026-04-01,39.08,69.3,Underperforming,54.0
Branch_A,C01186,Pharmacy_01186,2026-05-01,30.5,69.3,Underperforming,54.0
Branch_A,C01186,Pharmacy_01186,2026-06-01,21.92,69.3,Underperforming,54.0
Branch_A,C01187,Pharmacy_01187,2026-04-01,12.86,12.1,Overperforming,11.0
Branch_A,C01187,Pharmacy_01187,2026-05-01,12.68,12.1,Overperforming,11.0
Branch_A,C01187,Pharmacy_01187,2026-06-01,12.49,12.1,Overperforming,11.0
Branch_A,C01188,Pharmacy_01188,2026-04-01,134.11,126.5,Overperforming,122.0
Branch_A,C01188,Pharmacy_01188,2026-05-01,137.91,126.5,Overperforming,122.0
Branch_A,C01188,Pharmacy_01188,2026-06-01,141.71,126.5,Overperforming,122.0
Branch_A,C01189,Pharmacy_01189,2026-04-01,18.58,18.7,Underperforming,32.0
Branch_A,C01189,Pharmacy_01189,2026-05-01,17.23,18.7,Underperforming,32.0
Branch_A,C01189,Pharmacy_01189,2026-06-01,15.88,18.7,Underperforming,32.0
Branch_A,C01190,Pharmacy_01190,2026-04-01,155.67,146.3,Overperforming,141.0
Branch_A,C01190,Pharmacy_01190,2026-05-01,162.6,146.3,Overperforming,141.0
Branch_A,C01190,Pharmacy_01190,2026-06-01,169.53,146.3,Overperforming,141.0
Branch_A,C01191,Pharmacy_01191,2026-04-01,251.33,267.67,Underperforming,203.0
Branch_A,C01191,Pharmacy_01191,2026-05-01,252.6,267.67,Underperforming,203.0
Branch_A,C01191,Pharmacy_01191,2026-06-01,253.87,267.67,Underperforming,203.0
Branch_A,C01192,Pharmacy_01192,2026-04-01,153.86,188.83,Underperforming,230.0
Branch_A,C01192,Pharmacy_01192,2026-05-01,148.68,188.83,Underperforming,230.0
Branch_A,C01192,Pharmacy_01192,2026-06-01,143.49,188.83,Underperforming,230.0
Branch_A,C01193,Pharmacy_01193,2026-04-01,41.17,46.93,Underperforming,14.0
Branch_A,C01193,Pharmacy_01193,2026-05-01,39.06,46.93,Underperforming,14.0
Branch_A,C01193,Pharmacy_01193,2026-06-01,36.94,46.93,Underperforming,14.0
Branch_A,C01194,Pharmacy_01194,2026-04-01,21.06,22.73,Underperforming,14.0
Branch_A,C01194,Pharmacy_01194,2026-05-01,21.16,22.73,Underperforming,14.0
Branch_A,C01194,Pharmacy_01194,2026-06-01,21.26,22.73,Underperforming,14.0
Branch_A,C01195,Pharmacy_01195,2026-04-01,0.0,0.37,Underperforming,1.0
Branch_A,C01195,Pharmacy_01195,2026-05-01,0.0,0.37,Underperforming,1.0
Branch_A,C01195,Pharmacy_01195,2026-06-01,0.0,0.37,Underperforming,1.0
Branch_A,C01196,Pharmacy_01196,2026-04-01,12.5,11.0,Overperforming,20.0
Branch_A,C01196,Pharmacy_01196,2026-05-01,14.33,11.0,Overperforming,20.0
Branch_A,C01196,Pharmacy_01196,2026-06-01,16.17,11.0,Overperforming,20.0
Branch_A,C01197,Pharmacy_01197,2026-04-01,429.17,494.27,Underperforming,490.0
Branch_A,C01197,Pharmacy_01197,2026-05-01,417.6,494.27,Underperforming,490.0
Branch_A,C01197,Pharmacy_01197,2026-06-01,406.03,494.27,Underperforming,490.0
Branch_A,C01198,Pharmacy_01198,2026-04-01,9.61,10.63,Underperforming,5.0
Branch_A,C01198,Pharmacy_01198,2026-05-01,9.78,10.63,Underperforming,5.0
Branch_A,C01198,Pharmacy_01198,2026-06-01,9.94,10.63,Underperforming,5.0
Branch_A,C01199,Pharmacy_01199,2026-04-01,0.0,74.8,Underperforming,80.0
Branch_A,C01199,Pharmacy_01199,2026-05-01,0.0,74.8,Underperforming,80.0
Branch_A,C01199,Pharmacy_01199,2026-06-01,0.0,74.8,Underperforming,80.0
Branch_A,C01200,Pharmacy_01200,2026-04-01,86.08,59.77,Overperforming,94.0
Branch_A,C01200,Pharmacy_01200,2026-05-01,92.77,59.77,Overperforming,94.0
Branch_A,C01200,Pharmacy_01200,2026-06-01,99.45,59.77,Overperforming,94.0
Branch_A,C01201,Pharmacy_01201,2026-04-01,7.89,8.8,Underperforming,11.0
Branch_A,C01201,Pharmacy_01201,2026-05-01,7.69,8.8,Underperforming,11.0
Branch_A,C01201,Pharmacy_01201,2026-06-01,7.49,8.8,Underperforming,11.0
Branch_A,C01202,Pharmacy_01202,2026-04-01,80.31,70.77,Overperforming,99.0
Branch_A,C01202,Pharmacy_01202,2026-05-01,81.52,70.77,Overperforming,99.0
Branch_A,C01202,Pharmacy_01202,2026-06-01,82.74,70.77,Overperforming,99.0
Branch_A,C01203,Pharmacy_01203,2026-04-01,0.0,0.37,Underperforming,0.0
Branch_A,C01203,Pharmacy_01203,2026-05-01,0.0,0.37,Underperforming,0.0
Branch_A,C01203,Pharmacy_01203,2026-06-01,0.0,0.37,Underperforming,0.0
Branch_A,C01204,Pharmacy_01204,2026-04-01,9.28,10.63,Underperforming,7.0
Branch_A,C01204,Pharmacy_01204,2026-05-01,7.91,10.63,Underperforming,7.0
Branch_A,C01204,Pharmacy_01204,2026-06-01,6.54,10.63,Underperforming,7.0
Branch_A,C01205,Pharmacy_01205,2026-04-01,3.42,4.77,Underperforming,4.0
Branch_A,C01205,Pharmacy_01205,2026-05-01,3.03,4.77,Underperforming,4.0
Branch_A,C01205,Pharmacy_01205,2026-06-01,2.65,4.77,Underperforming,4.0
Branch_A,C01206,Pharmacy_01206,2026-04-01,25.17,33.73,Underperforming,18.0
Branch_A,C01206,Pharmacy_01206,2026-05-01,24.07,33.73,Underperforming,18.0
Branch_A,C01206,Pharmacy_01206,2026-06-01,22.97,33.73,Underperforming,18.0
Branch_A,C01207,Pharmacy_01207,2026-04-01,87.46,91.3,Underperforming,39.0
Branch_A,C01207,Pharmacy_01207,2026-05-01,83.15,91.3,Underperforming,39.0
Branch_A,C01207,Pharmacy_01207,2026-06-01,78.85,91.3,Underperforming,39.0
Branch_A,C01208,Pharmacy_01208,2026-04-01,135.72,125.03,Overperforming,48.0
Branch_A,C01208,Pharmacy_01208,2026-05-01,136.96,125.03,Overperforming,48.0
Branch_A,C01208,Pharmacy_01208,2026-06-01,138.19,125.03,Overperforming,48.0
Branch_A,C01209,Pharmacy_01209,2026-04-01,0.21,11.73,Underperforming,11.0
Branch_A,C01209,Pharmacy_01209,2026-05-01,0.0,11.73,Underperforming,11.0
Branch_A,C01209,Pharmacy_01209,2026-06-01,0.0,11.73,Underperforming,11.0
Branch_A,C01210,Pharmacy_01210,2026-04-01,246.44,258.13,Underperforming,223.0
Branch_A,C01210,Pharmacy_01210,2026-05-01,248.11,258.13,Underperforming,223.0
Branch_A,C01210,Pharmacy_01210,2026-06-01,249.78,258.13,Underperforming,223.0
Branch_A,C01211,Pharmacy_01211,2026-04-01,466.5,519.93,Underperforming,395.0
Branch_A,C01211,Pharmacy_01211,2026-05-01,463.93,519.93,Underperforming,395.0
Branch_A,C01211,Pharmacy_01211,2026-06-01,461.37,519.93,Underperforming,395.0
Branch_A,C01212,Pharmacy_01212,2026-04-01,5.25,9.53,Underperforming,8.0
Branch_A,C01212,Pharmacy_01212,2026-05-01,3.9,9.53,Underperforming,8.0
Branch_A,C01212,Pharmacy_01212,2026-06-01,2.55,9.53,Underperforming,8.0
Branch_A,C01213,Pharmacy_01213,2026-04-01,2.89,2.2,Overperforming,6.0
Branch_A,C01213,Pharmacy_01213,2026-05-01,3.09,2.2,Overperforming,6.0
Branch_A,C01213,Pharmacy_01213,2026-06-01,3.29,2.2,Overperforming,6.0
Branch_A,C01214,Pharmacy_01214,2026-04-01,179.33,199.1,Underperforming,174.0
Branch_A,C01214,Pharmacy_01214,2026-05-01,182.33,199.1,Underperforming,174.0
Branch_A,C01214,Pharmacy_01214,2026-06-01,185.33,199.1,Underperforming,174.0
Branch_A,C01215,Pharmacy_01215,2026-04-01,5.36,7.7,Underperforming,6.0
Branch_A,C01215,Pharmacy_01215,2026-05-01,3.88,7.7,Underperforming,6.0
Branch_A,C01215,Pharmacy_01215,2026-06-01,2.39,7.7,Underperforming,6.0
Branch_A,C01216,Pharmacy_01216,2026-04-01,0.0,0.0,No Activity,0.0
Branch_A,C01216,Pharmacy_01216,2026-05-01,0.0,0.0,No Activity,0.0
Branch_A,C01216,Pharmacy_01216,2026-06-01,0.0,0.0,No Activity,0.0
Branch_A,C01217,Pharmacy_01217,2026-04-01,0.0,0.0,No Activity,0.0
Branch_A,C01217,Pharmacy_01217,2026-05-01,0.0,0.0,No Activity,0.0
Branch_A,C01217,Pharmacy_01217,2026-06-01,0.0,0.0,No Activity,0.0
Branch_A,C01218,Pharmacy_01218,2026-04-01,102.83,101.93,Overperforming,80.0
Branch_A,C01218,Pharmacy_01218,2026-05-01,106.0,101.93,Overperforming,80.0
Branch_A,C01218,Pharmacy_01218,2026-06-01,109.17,101.93,Overperforming,80.0
Branch_A,C01219,Pharmacy_01219,2026-04-01,189.61,211.93,Underperforming,177.0
Branch_A,C01219,Pharmacy_01219,2026-05-01,187.18,211.93,Underperforming,177.0
Branch_A,C01219,Pharmacy_01219,2026-06-01,184.74,211.93,Underperforming,177.0
Branch_A,C01220,Pharmacy_01220,2026-04-01,48.36,52.8,Underperforming,40.0
Branch_A,C01220,Pharmacy_01220,2026-05-01,45.81,52.8,Underperforming,40.0
Branch_A,C01220,Pharmacy_01220,2026-06-01,43.26,52.8,Underperforming,40.0
Branch_A,C01221,Pharmacy_01221,2026-04-01,14.61,13.57,Overperforming,13.0
Branch_A,C01221,Pharmacy_01221,2026-05-01,14.51,13.57,Overperforming,13.0
Branch_A,C01221,Pharmacy_01221,2026-06-01,14.41,13.57,Overperforming,13.0
Branch_A,C01222,Pharmacy_01222,2026-04-01,53.58,68.57,Underperforming,60.0
Branch_A,C01222,Pharmacy_01222,2026-05-01,47.5,68.57,Underperforming,60.0
Branch_A,C01222,Pharmacy_01222,2026-06-01,41.42,68.57,Underperforming,60.0
Branch_A,C01223,Pharmacy_01223,2026-04-01,65.11,70.4,Underperforming,52.0
Branch_A,C01223,Pharmacy_01223,2026-05-01,65.78,70.4,Underperforming,52.0
Branch_A,C01223,Pharmacy_01223,2026-06-01,66.44,70.4,Underperforming,52.0
Branch_A,C01224,Pharmacy_01224,2026-04-01,0.17,0.37,Underperforming,0.0
Branch_A,C01224,Pharmacy_01224,2026-05-01,0.13,0.37,Underperforming,0.0
Branch_A,C01224,Pharmacy_01224,2026-06-01,0.1,0.37,Underperforming,0.0
Branch_A,C01225,Pharmacy_01225,2026-04-01,19.78,20.53,Underperforming,19.0
Branch_A,C01225,Pharmacy_01225,2026-05-01,18.38,20.53,Underperforming,19.0
Branch_A,C01225,Pharmacy_01225,2026-06-01,16.98,20.53,Underperforming,19.0
Branch_A,C01226,Pharmacy_01226,2026-04-01,18.44,22.37,Underperforming,19.0
Branch_A,C01226,Pharmacy_01226,2026-05-01,18.14,22.37,Underperforming,19.0
Branch_A,C01226,Pharmacy_01226,2026-06-01,17.84,22.37,Underperforming,19.0
Branch_A,C01227,Pharmacy_01227,2026-04-01,174.53,147.77,Overperforming,158.0
